_id,employee_id,project_id,project_resource_id,is_active,allocation_percentage,reporting_manager,start_date,end_date,duhead_id,coehead_id
5501,AFT00747,7,2,TRUE,100,AFT00599,00:00.0,00:00.0,AFT00599,AFT00599
4383,AFT00240,44,1,FALSE,100,AFT00497,00:00.0,00:00.0,AFT00304,AFT00640
5380,AFT00309,7,2,TRUE,100,AFT00304,00:00.0,00:00.0,AFT00304,AFT00640
4401,AFT00640,57,-2,FALSE,0,AFT00001,00:00.0,00:00.0,AFT00001,
4393,AFT00309,63,1,FALSE,100,AFT00304,00:00.0,00:00.0,AFT00304,AFT00640
4395,AFT00316,82,1,FALSE,100,AFTC0230,00:00.0,00:00.0,AFT00129,AFT00640
4397,AFT00316,83,1,FALSE,50,AFTC0230,00:00.0,00:00.0,AFT00129,AFT00640
4398,AFT00316,7,2,FALSE,100,AFT00596,00:00.0,00:00.0,AFT00640,AFT00640
4399,AFT00316,57,2,FALSE,50,AFT00640,00:00.0,00:00.0,AFT00640,AFT00640
4400,AFT00316,57,2,FALSE,100,AFT00640,00:00.0,00:00.0,AFT00640,AFT00640
4402,AFT00316,14,0,FALSE,100,AFT00596,00:00.0,00:00.0,AFT00129,AFT00640
4403,AFT00316,63,1,TRUE,100,AFT00304,00:00.0,00:00.0,AFT00304,AFT00640
4407,AFT00330,1,2,FALSE,100,AFT00628,00:00.0,00:00.0,AFT00640,AFT00640
4408,AFT00330,3,1,FALSE,100,AFT00543,00:00.0,00:00.0,AFT00304,AFT00640
4409,AFT00330,67,1,FALSE,100,AFT00625,00:00.0,00:00.0,AFT00129,AFT00640
4410,AFT00330,20,0,FALSE,100,AFT00625,00:00.0,00:00.0,AFT00129,AFT00640
4412,AFT00330,21,0,FALSE,100,AFT00625,00:00.0,00:00.0,AFT00129,AFT00640
4415,AFT00331,36,1,FALSE,100,AFT00304,00:00.0,00:00.0,AFT00304,AFT00640
4391,AFT00309,23,2,FALSE,100,AFT00304,00:00.0,00:00.0,AFT00304,AFT00640
4413,AFT00330,7,2,FALSE,100,AFT00640,00:00.0,00:00.0,AFT00640,AFT00640
4414,AFT00330,7,2,FALSE,100,AFT00625,00:00.0,00:00.0,AFT00640,AFT00640
5235,AFT00688,75,0,TRUE,100,AFT00543,00:00.0,00:00.0,AFT00304,AFT00599
4382,AFT00240,23,3,TRUE,100,AFT00640,00:00.0,00:00.0,AFT00640,AFT00640
4421,AFT00356,19,1,FALSE,100,AFT00099,00:00.0,00:00.0,AFT00129,AFT00640
4422,AFT00356,68,1,FALSE,100,AFT00129,00:00.0,00:00.0,AFT00129,AFT00640
5560,AFT00661,3,-100,TRUE,0,,00:00.0,00:00.0,,
5246,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
5247,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
5248,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
4511,AFT00465,10,1,TRUE,100,AFT00640,00:00.0,00:00.0,AFT00304,AFT00640
5249,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
5250,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
5258,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
4524,AFT00476,31,0,TRUE,100,AFT00304,00:00.0,00:00.0,AFT00304,AFT00640
5259,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
4433,AFT00368,32,0,FALSE,100,AFT00543,00:00.0,00:00.0,AFT00304,AFT00599
5260,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
5195,AFT00736,7,0,TRUE,100,AFT00640,00:00.0,00:00.0,AFT00640,AFT00640
5375,AFT00606,7,2,TRUE,50,AFT00599,00:00.0,00:00.0,AFT00599,AFT00599
5261,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
5561,AFT00661,3,-100,TRUE,0,,00:00.0,00:00.0,,
5200,AFT00694,7,0,TRUE,100,AFT00640,00:00.0,00:00.0,AFT00599,AFT00599
5262,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
4381,AFT00238,37,-1,TRUE,100,AFTC0234,00:00.0,00:00.0,AFT00640,AFT00640
5562,AFT00661,23,-100,TRUE,0,,00:00.0,00:00.0,,
5263,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
5232,AFT00416,89,2,TRUE,100,AFT00627,00:00.0,00:00.0,AFT00599,AFT00599
5565,AFT00661,117,-100,TRUE,0,,00:00.0,00:00.0,,
5219,AFT00451,7,2,TRUE,100,AFT00627,00:00.0,00:00.0,AFT00599,AFT00599
5217,AFT00369,7,2,TRUE,100,AFT00627,00:00.0,00:00.0,AFT00599,AFT00599
5233,AFT00511,60,2,TRUE,100,AFT00627,00:00.0,00:00.0,AFT00599,AFT00599
5226,AFTC0230,7,2,TRUE,30,AFT00628,00:00.0,00:00.0,AFT00599,AFT00599
5199,AFT00715,89,2,TRUE,100,AFT00627,00:00.0,00:00.0,AFT00599,AFT00599
5566,AFT00661,117,-100,TRUE,0,,00:00.0,00:00.0,,
5567,AFT00661,117,-100,TRUE,0,,00:00.0,00:00.0,,
4434,AFT00368,1,2,FALSE,100,AFT00596,00:00.0,00:00.0,AFT00599,AFT00599
4435,AFT00368,1,2,FALSE,100,AFT00628,00:00.0,00:00.0,AFT00599,AFT00599
4436,AFT00368,1,2,FALSE,50,AFT00628,00:00.0,00:00.0,AFT00599,AFT00599
4437,AFT00368,9,0,FALSE,50,AFT00252,00:00.0,00:00.0,AFT00129,AFT00599
5243,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
4438,AFT00368,30,0,FALSE,100,AFT00304,00:00.0,00:00.0,AFT00304,AFT00599
4441,AFT00369,1,2,FALSE,100,AFT00021,00:00.0,00:00.0,AFT00599,AFT00599
4442,AFT00369,6,2,FALSE,100,AFT00099,00:00.0,00:00.0,AFT00599,AFT00599
4460,AFT00402,43,1,FALSE,100,AFT00099,00:00.0,00:00.0,AFT00129,AFT00640
5244,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
4445,AFT00375,1,2,FALSE,100,AFT00628,00:00.0,00:00.0,AFT00599,AFT00599
4446,AFT00375,34,0,FALSE,100,AFT00364,00:00.0,00:00.0,AFT00304,AFT00599
4447,AFT00375,22,-1,FALSE,100,AFT00515,00:00.0,00:00.0,AFT00129,AFT00599
5245,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
4449,AFT00375,14,0,FALSE,100,AFT00596,00:00.0,00:00.0,AFT00129,AFT00599
4450,AFT00383,7,3,FALSE,100,AFT00484,00:00.0,00:00.0,AFT00640,AFT00640
4451,AFT00383,23,3,FALSE,100,AFT00484,00:00.0,00:00.0,AFT00640,AFT00640
5251,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
5252,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
5253,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
5254,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
5255,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
4983,AFT00505,9,-100,TRUE,0,,00:00.0,00:00.0,AFT00129,AFT00599
5256,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
4459,AFT00402,7,2,FALSE,100,AFT00129,00:00.0,00:00.0,AFT00129,AFT00640
5257,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
4462,AFT00402,62,1,FALSE,100,AFT00129,00:00.0,00:00.0,AFT00129,AFT00640
4463,AFT00129,62,-2,FALSE,0,,00:00.0,00:00.0,,
4464,AFT00408,1,2,FALSE,100,AFT00628,00:00.0,00:00.0,AFT00599,AFT00599
5225,AFT00507,73,0,TRUE,100,AFT00606,00:00.0,00:00.0,AFT00304,AFT00599
4466,AFT00408,44,1,FALSE,100,AFT00497,00:00.0,00:00.0,AFT00304,AFT00599
4468,AFT00415,22,1,FALSE,100,AFT00515,00:00.0,00:00.0,AFT00129,AFT00599
4469,AFT00415,55,2,FALSE,100,AFT00627,00:00.0,00:00.0,AFT00599,AFT00599
6815,AFT00665,74,1,TRUE,100,AFT00304,00:00.0,00:00.0,AFT00304,AFT00304
4471,AFT00416,1,2,FALSE,100,AFT00021,00:00.0,00:00.0,AFT00599,AFT00599
5271,AFT00627,96,-100,TRUE,0,,00:00.0,00:00.0,,
5011,AFT00511,32,-100,TRUE,0,,00:00.0,00:00.0,AFT00304,AFT00599
4474,AFT00423,6,2,FALSE,100,AFT00099,00:00.0,00:00.0,AFT00599,AFT00599
4475,AFT00423,77,2,FALSE,100,AFT00606,00:00.0,00:00.0,AFT00599,AFT00599
4476,AFT00428,32,1,FALSE,100,AFT00543,00:00.0,00:00.0,AFT00304,AFT00599
4477,AFT00428,2,2,FALSE,100,AFT00606,00:00.0,00:00.0,AFT00599,AFT00599
4478,AFT00428,7,2,FALSE,100,AFT00543,00:00.0,00:00.0,AFT00304,AFT00599
5012,AFT00511,32,-100,TRUE,0,,00:00.0,00:00.0,AFT00304,AFT00599
4480,AFT00430,11,1,FALSE,100,AFT00304,00:00.0,00:00.0,AFT00304,AFT00640
5009,AFT00511,32,-100,TRUE,0,,00:00.0,00:00.0,AFT00304,AFT00599
5010,AFT00511,32,-100,TRUE,0,,00:00.0,00:00.0,AFT00304,AFT00599
5272,AFT00627,96,-100,TRUE,0,,00:00.0,00:00.0,,
5273,AFT00627,96,-100,TRUE,0,,00:00.0,00:00.0,,
4485,AFT00444,21,1,FALSE,100,AFT00117,00:00.0,00:00.0,AFT00129,AFT00640
4486,AFT00444,78,1,FALSE,100,AFT00021,00:00.0,00:00.0,AFT00129,AFT00640
5274,AFT00627,96,-100,TRUE,0,,00:00.0,00:00.0,,
5275,AFT00627,96,-100,TRUE,0,,00:00.0,00:00.0,,
4489,AFT00561,13,-2,FALSE,0,,00:00.0,00:00.0,,
5382,AFT00595,14,1,TRUE,50,AFT00599,00:00.0,00:00.0,AFT00628,AFT00599
5276,AFT00690,7,2,TRUE,100,AFT00599,00:00.0,00:00.0,AFT00599,AFT00599
5284,AFT00369,101,2,TRUE,100,AFT00627,00:00.0,00:00.0,AFT00599,AFT00599
5098,AFT00641,58,1,TRUE,100,AFT00640,00:00.0,00:00.0,AFT00628,AFT00640
5342,AFT00738,103,1,TRUE,100,AFT00606,00:00.0,00:00.0,AFT00304,AFT00599
4483,AFT00435,37,1,TRUE,100,AFT00099,00:00.0,00:00.0,AFT00640,AFT00640
5568,AFT00661,117,-100,TRUE,0,,00:00.0,00:00.0,,
5569,AFT00661,117,-100,TRUE,0,,00:00.0,00:00.0,,
4492,AFT00451,22,1,FALSE,100,AFT00535,00:00.0,00:00.0,AFT00129,AFT00599
4493,AFT00451,55,2,FALSE,100,AFT00627,00:00.0,00:00.0,AFT00599,AFT00599
4495,AFT00454,30,1,FALSE,100,AFT00304,00:00.0,00:00.0,AFT00304,AFT00640
4819,AFT00663,54,2,TRUE,100,AFT00687,00:00.0,00:00.0,AFT00599,AFT00599
4507,AFT00463,20,0,FALSE,100,AFT00625,00:00.0,00:00.0,AFT00129,AFT00640
4499,AFT00458,22,1,FALSE,100,AFT00535,00:00.0,00:00.0,AFT00129,AFT00599
4500,AFT00458,55,2,FALSE,100,AFT00627,00:00.0,00:00.0,AFT00599,AFT00599
5264,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
4502,AFT00458,76,1,FALSE,100,AFT00687,00:00.0,00:00.0,AFT00129,AFT00599
5265,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
5266,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
4505,AFT00463,18,1,FALSE,100,AFT00625,00:00.0,00:00.0,AFT00129,AFT00640
4506,AFT00463,19,1,FALSE,100,AFT00625,00:00.0,00:00.0,AFT00129,AFT00640
5267,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
5383,AFT00595,97,4,TRUE,50,AFT00599,00:00.0,00:00.0,AFT00599,AFT00599
4510,AFT00464,22,0,FALSE,100,AFT00535,00:00.0,00:00.0,AFT00129,AFT00640
4592,AFT00543,3,1,FALSE,100,AFT00304,00:00.0,00:00.0,AFT00628,AFT00599
4512,AFT00465,45,1,FALSE,100,AFT00304,00:00.0,00:00.0,AFT00304,AFT00640
4513,AFT00469,1,2,FALSE,100,AFT00021,00:00.0,00:00.0,AFT00640,AFT00640
4590,AFT00543,32,0,FALSE,100,AFT00304,00:00.0,00:00.0,AFT00304,AFT00599
4516,AFT00471,45,1,FALSE,100,AFT00484,00:00.0,00:00.0,AFT00304,AFT00640
4517,AFT00472,32,1,FALSE,100,AFT00428,00:00.0,00:00.0,AFT00304,AFT00599
4518,AFT00472,2,2,FALSE,100,AFT00606,00:00.0,00:00.0,AFT00599,AFT00599
4519,AFT00472,55,2,FALSE,100,AFT00627,00:00.0,00:00.0,AFT00599,AFT00599
5227,AFT00731,7,2,TRUE,100,AFT00628,00:00.0,00:00.0,AFT00599,AFT00599
4522,AFT00473,19,0,FALSE,100,AFT00625,00:00.0,00:00.0,AFT00129,AFT00640
4523,AFT00473,68,0,FALSE,100,AFT00625,00:00.0,00:00.0,AFT00129,AFT00640
5091,AFT00590,7,2,TRUE,100,AFT00599,00:00.0,00:00.0,AFT00599,AFT00599
4525,AFT00479,37,1,FALSE,100,AFT00226,00:00.0,00:00.0,AFT00129,AFT00640
4604,AFT00553,7,2,FALSE,100,AFT00099,00:00.0,00:00.0,AFT00640,AFT00640
5088,AFT00553,7,2,TRUE,100,AFT00640,00:00.0,00:00.0,AFT00640,AFT00640
5343,AFT00511,102,1,TRUE,100,AFTC0230,00:00.0,00:00.0,AFT00628,AFT00599
4530,AFT00484,45,1,FALSE,100,AFT00304,00:00.0,00:00.0,AFT00304,AFT00640
4765,AFT00639,69,1,TRUE,100,AFT00099,00:00.0,00:00.0,AFT00129,AFT00640
4533,AFT00488,22,1,FALSE,100,AFT00535,00:00.0,00:00.0,AFT00129,AFT00599
4534,AFT00488,55,2,FALSE,100,AFT00627,00:00.0,00:00.0,AFT00599,AFT00599
5521,AFT00711,42,1,TRUE,100,AFT00628,00:00.0,00:00.0,AFT00628,AFT00599
5660,AFTC0238,92,0,TRUE,100,AFT00640,00:00.0,00:00.0,AFT00640,AFT00640
4537,AFT00492,20,1,FALSE,100,AFT00117,00:00.0,00:00.0,AFT00129,AFT00640
4539,AFT00495,11,1,TRUE,100,AFT00430,00:00.0,00:00.0,AFT00304,AFT00640
4540,AFT00430,11,-2,TRUE,0,,00:00.0,00:00.0,,
5526,AFTU0013,7,2,TRUE,100,AFT00000,00:00.0,00:00.0,AFT00000,AFT00599
4545,AFT00508,37,0,FALSE,100,AFT00226,00:00.0,00:00.0,AFT00129,AFT00640
5090,AFT00590,11,-1,TRUE,100,AFT00430,00:00.0,00:00.0,AFT00304,AFT00599
4547,AFT00509,38,2,FALSE,100,AFT00304,00:00.0,00:00.0,AFT00640,AFT00640
4645,AFT00590,7,1,FALSE,100,AFT00599,00:00.0,00:00.0,AFT00599,AFT00599
5528,AFT00385,7,2,TRUE,100,AFT00304,00:00.0,00:00.0,AFT00304,AFT00304
4635,AFT00584,80,2,TRUE,100,AFT00599,00:00.0,00:00.0,AFT00599,AFT00599
4578,AFT00525,53,1,TRUE,100,AFT00021,00:00.0,00:00.0,AFT00129,AFT00640
5893,AFTC0247,93,-100,TRUE,0,,00:00.0,00:00.0,,
5186,AFT090011,73,1,TRUE,100,AFT00599,00:00.0,00:00.0,AFT00304,AFT00599
5530,AFT00314,7,2,TRUE,100,AFT00304,00:00.0,00:00.0,AFT00304,AFT00640
6819,AFT00696,56,1,TRUE,100,AFT00304,00:00.0,00:00.0,AFT00304,AFT00304
5895,AFTC0254,7,5,TRUE,100,AFT00304,00:00.0,00:00.0,AFT00304,AFT00304
4738,AFT00628,25,4,FALSE,100,AFT00001,00:00.0,00:00.0,AFT00001,AFT00599
6114,AFT00796,136,1,TRUE,100,AFT00903,00:00.0,00:00.0,AFT00628,AFT00599
5871,AFTI0064,130,5,TRUE,100,AFT00553,00:00.0,00:00.0,AFT00640,AFT00640
4551,AFT00511,1,2,FALSE,100,AFT00021,00:00.0,00:00.0,AFT00599,AFT00599
4552,AFT00511,1,2,FALSE,100,AFT00628,00:00.0,00:00.0,AFT00599,AFT00599
4555,AFT00511,14,0,FALSE,100,AFT00596,00:00.0,00:00.0,AFT00129,AFT00599
5081,AFT00316,7,2,TRUE,100,AFT00640,00:00.0,00:00.0,AFT00129,AFT00640
4557,AFT00512,29,1,FALSE,100,AFT00574,00:00.0,00:00.0,AFT00129,AFT00599
4558,AFT00513,32,0,FALSE,100,AFT00543,00:00.0,00:00.0,AFT00304,AFT00599
4554,AFT00628,60,-2,TRUE,0,AFT00001,00:00.0,00:00.0,AFT00001,AFT00599
4560,AFT00543,59,-2,TRUE,0,,00:00.0,00:00.0,,
4561,AFT00515,1,2,FALSE,100,AFT00596,00:00.0,00:00.0,AFT00599,AFT00599
5870,AFT00642,93,1,TRUE,100,AFTU0001,00:00.0,00:00.0,AFT00640,AFT00640
4563,AFT00515,30,1,FALSE,100,AFT00129,00:00.0,00:00.0,AFT00129,AFT00599
4564,AFT00515,14,0,FALSE,100,AFT00596,00:00.0,00:00.0,AFT00129,AFT00599
4565,AFT00521,1,2,FALSE,100,AFT00021,00:00.0,00:00.0,AFT00599,AFT00599
5103,AFT00663,76,0,TRUE,100,AFT00687,00:00.0,00:00.0,AFT00599,AFT00599
4567,AFT00522,38,2,FALSE,100,AFT00304,00:00.0,00:00.0,AFT00599,AFT00599
5101,AFT00656,20,1,TRUE,100,AFT00625,00:00.0,00:00.0,AFT00129,AFT00640
4569,AFT00523,6,2,FALSE,100,AFT00099,00:00.0,00:00.0,AFT00599,AFT00599
4571,AFT00523,7,2,FALSE,100,AFT00606,00:00.0,00:00.0,AFT00599,AFT00599
4572,AFT00523,26,0,FALSE,100,AFT00562,00:00.0,00:00.0,AFT00129,AFT00599
4574,AFT00524,68,1,FALSE,100,AFT00356,00:00.0,00:00.0,AFT00129,AFT00640
4575,AFT00356,68,-2,FALSE,0,,00:00.0,00:00.0,,
4576,AFT00525,37,-1,FALSE,100,AFT00226,00:00.0,00:00.0,AFT00129,AFT00640
4577,AFT00525,21,1,FALSE,100,AFT00625,00:00.0,00:00.0,AFT00129,AFT00640
4579,AFT00525,7,2,FALSE,100,AFT00625,00:00.0,00:00.0,AFT00129,AFT00640
4580,AFT00526,7,2,FALSE,100,AFT00640,00:00.0,00:00.0,AFT00640,AFT00640
4582,AFT00129,58,-2,TRUE,0,,00:00.0,00:00.0,,
4583,AFT00526,44,1,FALSE,100,AFT00497,00:00.0,00:00.0,AFT00304,AFT00640
4584,AFT00531,28,1,FALSE,100,AFT00516,00:00.0,00:00.0,AFT00129,AFT00640
5209,AFT00730,6,-100,TRUE,0,,00:00.0,00:00.0,,
5211,AFT00720,91,-100,TRUE,0,,00:00.0,00:00.0,,
5431,AFT00464,7,2,TRUE,100,AFT00640,00:00.0,00:00.0,AFT00640,AFT00640
4593,AFT00543,25,4,FALSE,80,AFT00304,00:00.0,00:00.0,AFT00304,AFT00599
4594,AFT00543,25,4,FALSE,100,AFT00516,00:00.0,00:00.0,AFT00304,AFT00599
4596,AFT00548,4,0,FALSE,100,AFT00129,00:00.0,00:00.0,AFT00129,AFT00640
5188,AFTI0029,7,2,TRUE,100,AFT00640,00:00.0,00:00.0,AFT00640, 
4598,AFT00129,53,-2,TRUE,0,,00:00.0,00:00.0,,
4599,AFT00548,43,0,FALSE,100,AFT00317,00:00.0,00:00.0,AFT00129,AFT00640
4600,AFT00548,47,1,FALSE,100,AFT00129,00:00.0,00:00.0,AFT00129,AFT00640
5208,AFT00330,20,0,TRUE,100,AFT00625,00:00.0,00:00.0,AFT00129,AFT00640
4602,AFT00553,1,2,FALSE,100,AFT00628,00:00.0,00:00.0,AFT00640,AFT00640
4603,AFT00553,22,0,FALSE,100,AFT00535,00:00.0,00:00.0,AFT00129,AFT00640
5180,AFT00662,75,1,TRUE,100,AFT00543,00:00.0,00:00.0,AFT00304,AFT00599
5277,AFT00689,76,0,TRUE,50,AFT00687,00:00.0,00:00.0,AFT00628,AFT00599
4607,AFT00562,25,4,FALSE,100,AFT00516,00:00.0,00:00.0,AFT00129,AFT00599
4832,AFT00672,37,0,TRUE,100,AFT00238,00:00.0,00:00.0,AFT00640,AFT00640
5345,AFTC0230,7,2,TRUE,100,AFT00599,00:00.0,00:00.0,AFT00599,AFT00599
5178,AFT00636,70,1,TRUE,100,AFT00562,00:00.0,00:00.0,AFT00599,AFT00640
5866,AFT00781,44,-100,TRUE,0,,00:00.0,00:00.0,,
5082,AFT00316,11,1,TRUE,100,AFT00430,00:00.0,00:00.0,AFT00304,AFT00640
6115,AFTC0267,128,1,TRUE,100,AFT00628,00:00.0,00:00.0,AFT00628,AFT00599
5386,AFTC0227,43,1,TRUE,100,AFTC0234,00:00.0,00:00.0,AFT00640,AFT00640
4784,AFT00647,74,1,TRUE,100,AFT00304,00:00.0,00:00.0,AFT00304,AFT00640
5872,AFTI0065,130,5,TRUE,100,AFT00553,00:00.0,00:00.0,AFT00640,AFT00640
5869,AFT00620,28,1,TRUE,100,AFT00358,00:00.0,00:00.0,AFT00599,AFT00599
5661,AFTI0051,111,2,TRUE,100,AFT00606,00:00.0,00:00.0,AFT00599,AFT00599
5867,AFT00781,44,-100,TRUE,0,,00:00.0,00:00.0,,
5503,AFT00731,7,2,TRUE,100,AFT00599,00:00.0,00:00.0,AFT00599,AFT00599
5515,AFT00435,19,0,TRUE,100,AFT00117,00:00.0,00:00.0,AFT00640,AFT00640
4609,AFT00566,66,2,FALSE,100,AFT00575,00:00.0,00:00.0,AFT00640,AFT00640
4610,AFT00575,66,-2,FALSE,0,,00:00.0,00:00.0,,
4611,AFT00566,22,0,FALSE,100,AFT00535,00:00.0,00:00.0,AFT00129,AFT00640
4612,AFT00566,10,0,FALSE,100,AFT00640,00:00.0,00:00.0,AFT00304,AFT00640
5106,AFT00671,7,2,TRUE,100,AFT00304,00:00.0,00:00.0,AFT00599,AFT00599
5122,AFT00722,28,1,TRUE,100,AFT00491,00:00.0,00:00.0,AFT00129,AFT00599
